Driver,LapNumber,TrackStatus,GP,Year
OCO,47.0,1,Azerbaijan Grand Prix,2023
OCO,48.0,12,Azerbaijan Grand Prix,2023
OCO,49.0,1,Azerbaijan Grand Prix,2023
OCO,50.0,1,Azerbaijan Grand Prix,2023
OCO,51.0,1,Azerbaijan Grand Prix,2023
NOR,1.0,12,Azerbaijan Grand Prix,2023
NOR,2.0,1,Azerbaijan Grand Prix,2023
NOR,3.0,1,Azerbaijan Grand Prix,2023
NOR,4.0,1,Azerbaijan Grand Prix,2023
NOR,5.0,1,Azerbaijan Grand Prix,2023
NOR,6.0,1,Azerbaijan Grand Prix,2023
NOR,7.0,1,Azerbaijan Grand Prix,2023
NOR,8.0,1,Azerbaijan Grand Prix,2023
NOR,9.0,1,Azerbaijan Grand Prix,2023
NOR,10.0,124,Azerbaijan Grand Prix,2023
NOR,11.0,4,Azerbaijan Grand Prix,2023
NOR,12.0,4,Azerbaijan Grand Prix,2023
NOR,13.0,41,Azerbaijan Grand Prix,2023
NOR,14.0,1,Azerbaijan Grand Prix,2023
NOR,15.0,1,Azerbaijan Grand Prix,2023
NOR,16.0,1,Azerbaijan Grand Prix,2023
NOR,17.0,12,Azerbaijan Grand Prix,2023
NOR,18.0,1,Azerbaijan Grand Prix,2023
NOR,19.0,1,Azerbaijan Grand Prix,2023
NOR,20.0,1,Azerbaijan Grand Prix,2023
NOR,21.0,1,Azerbaijan Grand Prix,2023
NOR,22.0,1,Azerbaijan Grand Prix,2023
NOR,23.0,1,Azerbaijan Grand Prix,2023
NOR,24.0,1,Azerbaijan Grand Prix,2023
NOR,25.0,1,Azerbaijan Grand Prix,2023
NOR,26.0,1,Azerbaijan Grand Prix,2023
NOR,27.0,1,Azerbaijan Grand Prix,2023
NOR,28.0,1,Azerbaijan Grand Prix,2023
NOR,29.0,1,Azerbaijan Grand Prix,2023
NOR,30.0,1,Azerbaijan Grand Prix,2023
NOR,31.0,1,Azerbaijan Grand Prix,2023
NOR,32.0,1,Azerbaijan Grand Prix,2023
NOR,33.0,1,Azerbaijan Grand Prix,2023
NOR,34.0,1,Azerbaijan Grand Prix,2023
NOR,35.0,1,Azerbaijan Grand Prix,2023
NOR,36.0,1,Azerbaijan Grand Prix,2023
NOR,37.0,1,Azerbaijan Grand Prix,2023
NOR,38.0,1,Azerbaijan Grand Prix,2023
NOR,39.0,1,Azerbaijan Grand Prix,2023
NOR,40.0,1,Azerbaijan Grand Prix,2023
NOR,41.0,1,Azerbaijan Grand Prix,2023
NOR,42.0,1,Azerbaijan Grand Prix,2023
NOR,43.0,1,Azerbaijan Grand Prix,2023
NOR,44.0,1,Azerbaijan Grand Prix,2023
NOR,45.0,1,Azerbaijan Grand Prix,2023
NOR,46.0,1,Azerbaijan Grand Prix,2023
NOR,47.0,1,Azerbaijan Grand Prix,2023
NOR,48.0,12,Azerbaijan Grand Prix,2023
NOR,49.0,1,Azerbaijan Grand Prix,2023
NOR,50.0,1,Azerbaijan Grand Prix,2023
NOR,51.0,1,Azerbaijan Grand Prix,2023
HAM,1.0,12,Azerbaijan Grand Prix,2023
HAM,2.0,1,Azerbaijan Grand Prix,2023
HAM,3.0,1,Azerbaijan Grand Prix,2023
HAM,4.0,1,Azerbaijan Grand Prix,2023
HAM,5.0,1,Azerbaijan Grand Prix,2023
HAM,6.0,1,Azerbaijan Grand Prix,2023
HAM,7.0,1,Azerbaijan Grand Prix,2023
HAM,8.0,1,Azerbaijan Grand Prix,2023
HAM,9.0,1,Azerbaijan Grand Prix,2023
HAM,10.0,124,Azerbaijan Grand Prix,2023
HAM,11.0,4,Azerbaijan Grand Prix,2023
HAM,12.0,4,Azerbaijan Grand Prix,2023
HAM,13.0,41,Azerbaijan Grand Prix,2023
HAM,14.0,1,Azerbaijan Grand Prix,2023
HAM,15.0,1,Azerbaijan Grand Prix,2023
HAM,16.0,1,Azerbaijan Grand Prix,2023
HAM,17.0,12,Azerbaijan Grand Prix,2023
HAM,18.0,1,Azerbaijan Grand Prix,2023
HAM,19.0,1,Azerbaijan Grand Prix,2023
HAM,20.0,1,Azerbaijan Grand Prix,2023
HAM,21.0,1,Azerbaijan Grand Prix,2023
HAM,22.0,1,Azerbaijan Grand Prix,2023
HAM,23.0,1,Azerbaijan Grand Prix,2023
HAM,24.0,1,Azerbaijan Grand Prix,2023
HAM,25.0,1,Azerbaijan Grand Prix,2023
HAM,26.0,1,Azerbaijan Grand Prix,2023
HAM,27.0,1,Azerbaijan Grand Prix,2023
HAM,28.0,1,Azerbaijan Grand Prix,2023
HAM,29.0,1,Azerbaijan Grand Prix,2023
HAM,30.0,1,Azerbaijan Grand Prix,2023
HAM,31.0,1,Azerbaijan Grand Prix,2023
HAM,32.0,1,Azerbaijan Grand Prix,2023
HAM,33.0,1,Azerbaijan Grand Prix,2023
HAM,34.0,1,Azerbaijan Grand Prix,2023
HAM,35.0,1,Azerbaijan Grand Prix,2023
HAM,36.0,1,Azerbaijan Grand Prix,2023
HAM,37.0,1,Azerbaijan Grand Prix,2023
HAM,38.0,1,Azerbaijan Grand Prix,2023
HAM,39.0,1,Azerbaijan Grand Prix,2023
HAM,40.0,1,Azerbaijan Grand Prix,2023
HAM,41.0,1,Azerbaijan Grand Prix,2023
HAM,42.0,1,Azerbaijan Grand Prix,2023
HAM,43.0,1,Azerbaijan Grand Prix,2023
HAM,44.0,1,Azerbaijan Grand Prix,2023
HAM,45.0,1,Azerbaijan Grand Prix,2023
HAM,46.0,1,Azerbaijan Grand Prix,2023
HAM,47.0,1,Azerbaijan Grand Prix,2023
HAM,48.0,1,Azerbaijan Grand Prix,2023
HAM,49.0,12,Azerbaijan Grand Prix,2023
HAM,50.0,1,Azerbaijan Grand Prix,2023
HAM,51.0,1,Azerbaijan Grand Prix,2023
SAI,1.0,12,Azerbaijan Grand Prix,2023
SAI,2.0,1,Azerbaijan Grand Prix,2023
SAI,3.0,1,Azerbaijan Grand Prix,2023
SAI,4.0,1,Azerbaijan Grand Prix,2023
SAI,5.0,1,Azerbaijan Grand Prix,2023
SAI,6.0,1,Azerbaijan Grand Prix,2023
SAI,7.0,1,Azerbaijan Grand Prix,2023
SAI,8.0,1,Azerbaijan Grand Prix,2023
SAI,9.0,1,Azerbaijan Grand Prix,2023
SAI,10.0,12,Azerbaijan Grand Prix,2023
SAI,11.0,24,Azerbaijan Grand Prix,2023
SAI,12.0,4,Azerbaijan Grand Prix,2023
SAI,13.0,41,Azerbaijan Grand Prix,2023
SAI,14.0,1,Azerbaijan Grand Prix,2023
SAI,15.0,1,Azerbaijan Grand Prix,2023
SAI,16.0,1,Azerbaijan Grand Prix,2023
SAI,17.0,12,Azerbaijan Grand Prix,2023
SAI,18.0,1,Azerbaijan Grand Prix,2023
SAI,19.0,1,Azerbaijan Grand Prix,2023
SAI,20.0,1,Azerbaijan Grand Prix,2023
SAI,21.0,1,Azerbaijan Grand Prix,2023
SAI,22.0,1,Azerbaijan Grand Prix,2023
SAI,23.0,1,Azerbaijan Grand Prix,2023
SAI,24.0,1,Azerbaijan Grand Prix,2023
SAI,25.0,1,Azerbaijan Grand Prix,2023
SAI,26.0,1,Azerbaijan Grand Prix,2023
SAI,27.0,1,Azerbaijan Grand Prix,2023
SAI,28.0,1,Azerbaijan Grand Prix,2023
SAI,29.0,1,Azerbaijan Grand Prix,2023
SAI,30.0,1,Azerbaijan Grand Prix,2023
SAI,31.0,1,Azerbaijan Grand Prix,2023
SAI,32.0,1,Azerbaijan Grand Prix,2023
SAI,33.0,1,Azerbaijan Grand Prix,2023
SAI,34.0,1,Azerbaijan Grand Prix,2023
SAI,35.0,1,Azerbaijan Grand Prix,2023
SAI,36.0,1,Azerbaijan Grand Prix,2023
SAI,37.0,1,Azerbaijan Grand Prix,2023
SAI,38.0,1,Azerbaijan Grand Prix,2023
SAI,39.0,1,Azerbaijan Grand Prix,2023
SAI,40.0,1,Azerbaijan Grand Prix,2023
SAI,41.0,1,Azerbaijan Grand Prix,2023
SAI,42.0,1,Azerbaijan Grand Prix,2023
SAI,43.0,1,Azerbaijan Grand Prix,2023
SAI,44.0,1,Azerbaijan Grand Prix,2023
SAI,45.0,1,Azerbaijan Grand Prix,2023
SAI,46.0,1,Azerbaijan Grand Prix,2023
SAI,47.0,1,Azerbaijan Grand Prix,2023
SAI,48.0,1,Azerbaijan Grand Prix,2023
SAI,49.0,12,Azerbaijan Grand Prix,2023
SAI,50.0,1,Azerbaijan Grand Prix,2023
SAI,51.0,1,Azerbaijan Grand Prix,2023
RUS,1.0,12,Azerbaijan Grand Prix,2023
RUS,2.0,1,Azerbaijan Grand Prix,2023
RUS,3.0,1,Azerbaijan Grand Prix,2023
RUS,4.0,1,Azerbaijan Grand Prix,2023
RUS,5.0,1,Azerbaijan Grand Prix,2023
RUS,6.0,1,Azerbaijan Grand Prix,2023
RUS,7.0,1,Azerbaijan Grand Prix,2023
RUS,8.0,1,Azerbaijan Grand Prix,2023
RUS,9.0,1,Azerbaijan Grand Prix,2023
RUS,10.0,12,Azerbaijan Grand Prix,2023
RUS,11.0,24,Azerbaijan Grand Prix,2023
RUS,12.0,4,Azerbaijan Grand Prix,2023
RUS,13.0,41,Azerbaijan Grand Prix,2023
RUS,14.0,1,Azerbaijan Grand Prix,2023
RUS,15.0,1,Azerbaijan Grand Prix,2023
RUS,16.0,1,Azerbaijan Grand Prix,2023
RUS,17.0,12,Azerbaijan Grand Prix,2023
RUS,18.0,1,Azerbaijan Grand Prix,2023
RUS,19.0,1,Azerbaijan Grand Prix,2023
RUS,20.0,1,Azerbaijan Grand Prix,2023
RUS,21.0,1,Azerbaijan Grand Prix,2023
RUS,22.0,1,Azerbaijan Grand Prix,2023
RUS,23.0,1,Azerbaijan Grand Prix,2023
RUS,24.0,1,Azerbaijan Grand Prix,2023
RUS,25.0,1,Azerbaijan Grand Prix,2023
RUS,26.0,1,Azerbaijan Grand Prix,2023
RUS,27.0,1,Azerbaijan Grand Prix,2023
RUS,28.0,1,Azerbaijan Grand Prix,2023
RUS,29.0,1,Azerbaijan Grand Prix,2023
RUS,30.0,1,Azerbaijan Grand Prix,2023
RUS,31.0,1,Azerbaijan Grand Prix,2023
RUS,32.0,1,Azerbaijan Grand Prix,2023
RUS,33.0,1,Azerbaijan Grand Prix,2023
RUS,34.0,1,Azerbaijan Grand Prix,2023
RUS,35.0,1,Azerbaijan Grand Prix,2023
RUS,36.0,1,Azerbaijan Grand Prix,2023
RUS,37.0,1,Azerbaijan Grand Prix,2023
RUS,38.0,1,Azerbaijan Grand Prix,2023
RUS,39.0,1,Azerbaijan Grand Prix,2023
RUS,40.0,1,Azerbaijan Grand Prix,2023
RUS,41.0,1,Azerbaijan Grand Prix,2023
RUS,42.0,1,Azerbaijan Grand Prix,2023
RUS,43.0,1,Azerbaijan Grand Prix,2023
RUS,44.0,1,Azerbaijan Grand Prix,2023
RUS,45.0,1,Azerbaijan Grand Prix,2023
RUS,46.0,1,Azerbaijan Grand Prix,2023
RUS,47.0,1,Azerbaijan Grand Prix,2023
RUS,48.0,1,Azerbaijan Grand Prix,2023
RUS,49.0,12,Azerbaijan Grand Prix,2023
RUS,50.0,1,Azerbaijan Grand Prix,2023
RUS,51.0,1,Azerbaijan Grand Prix,2023
BOT,1.0,12,Azerbaijan Grand Prix,2023
BOT,2.0,1,Azerbaijan Grand Prix,2023
BOT,3.0,1,Azerbaijan Grand Prix,2023
BOT,4.0,1,Azerbaijan Grand Prix,2023
BOT,5.0,1,Azerbaijan Grand Prix,2023
BOT,6.0,1,Azerbaijan Grand Prix,2023
BOT,7.0,1,Azerbaijan Grand Prix,2023
BOT,8.0,1,Azerbaijan Grand Prix,2023
BOT,9.0,1,Azerbaijan Grand Prix,2023
BOT,10.0,124,Azerbaijan Grand Prix,2023
BOT,11.0,4,Azerbaijan Grand Prix,2023
BOT,12.0,4,Azerbaijan Grand Prix,2023
BOT,13.0,41,Azerbaijan Grand Prix,2023
BOT,14.0,1,Azerbaijan Grand Prix,2023
BOT,15.0,1,Azerbaijan Grand Prix,2023
BOT,16.0,1,Azerbaijan Grand Prix,2023
BOT,17.0,12,Azerbaijan Grand Prix,2023
BOT,18.0,1,Azerbaijan Grand Prix,2023
BOT,19.0,1,Azerbaijan Grand Prix,2023
BOT,20.0,1,Azerbaijan Grand Prix,2023
BOT,21.0,1,Azerbaijan Grand Prix,2023
BOT,22.0,1,Azerbaijan Grand Prix,2023
BOT,23.0,1,Azerbaijan Grand Prix,2023
BOT,24.0,1,Azerbaijan Grand Prix,2023
BOT,25.0,1,Azerbaijan Grand Prix,2023
BOT,26.0,1,Azerbaijan Grand Prix,2023
BOT,27.0,1,Azerbaijan Grand Prix,2023
BOT,28.0,1,Azerbaijan Grand Prix,2023
BOT,29.0,1,Azerbaijan Grand Prix,2023
BOT,30.0,1,Azerbaijan Grand Prix,2023
BOT,31.0,1,Azerbaijan Grand Prix,2023
BOT,32.0,1,Azerbaijan Grand Prix,2023
BOT,33.0,1,Azerbaijan Grand Prix,2023
BOT,34.0,1,Azerbaijan Grand Prix,2023
BOT,35.0,1,Azerbaijan Grand Prix,2023
BOT,36.0,1,Azerbaijan Grand Prix,2023
BOT,37.0,1,Azerbaijan Grand Prix,2023
BOT,38.0,1,Azerbaijan Grand Prix,2023
BOT,39.0,1,Azerbaijan Grand Prix,2023
BOT,40.0,1,Azerbaijan Grand Prix,2023
BOT,41.0,1,Azerbaijan Grand Prix,2023
BOT,42.0,1,Azerbaijan Grand Prix,2023
BOT,43.0,1,Azerbaijan Grand Prix,2023
BOT,44.0,1,Azerbaijan Grand Prix,2023
BOT,45.0,1,Azerbaijan Grand Prix,2023
BOT,46.0,1,Azerbaijan Grand Prix,2023
BOT,47.0,1,Azerbaijan Grand Prix,2023
BOT,48.0,12,Azerbaijan Grand Prix,2023
BOT,49.0,1,Azerbaijan Grand Prix,2023
BOT,50.0,1,Azerbaijan Grand Prix,2023
PIA,1.0,12,Azerbaijan Grand Prix,2023
PIA,2.0,1,Azerbaijan Grand Prix,2023
PIA,3.0,1,Azerbaijan Grand Prix,2023
PIA,4.0,1,Azerbaijan Grand Prix,2023
PIA,5.0,1,Azerbaijan Grand Prix,2023
PIA,6.0,1,Azerbaijan Grand Prix,2023
PIA,7.0,1,Azerbaijan Grand Prix,2023
PIA,8.0,1,Azerbaijan Grand Prix,2023
PIA,9.0,1,Azerbaijan Grand Prix,2023
PIA,10.0,124,Azerbaijan Grand Prix,2023
PIA,11.0,4,Azerbaijan Grand Prix,2023
PIA,12.0,4,Azerbaijan Grand Prix,2023
PIA,13.0,41,Azerbaijan Grand Prix,2023
PIA,14.0,1,Azerbaijan Grand Prix,2023
PIA,15.0,1,Azerbaijan Grand Prix,2023
PIA,16.0,1,Azerbaijan Grand Prix,2023
PIA,17.0,12,Azerbaijan Grand Prix,2023
PIA,18.0,1,Azerbaijan Grand Prix,2023
PIA,19.0,1,Azerbaijan Grand Prix,2023
PIA,20.0,1,Azerbaijan Grand Prix,2023
PIA,21.0,1,Azerbaijan Grand Prix,2023
PIA,22.0,1,Azerbaijan Grand Prix,2023
PIA,23.0,1,Azerbaijan Grand Prix,2023
PIA,24.0,1,Azerbaijan Grand Prix,2023
PIA,25.0,1,Azerbaijan Grand Prix,2023
PIA,26.0,1,Azerbaijan Grand Prix,2023
PIA,27.0,1,Azerbaijan Grand Prix,2023
PIA,28.0,1,Azerbaijan Grand Prix,2023
PIA,29.0,1,Azerbaijan Grand Prix,2023
PIA,30.0,1,Azerbaijan Grand Prix,2023
PIA,31.0,1,Azerbaijan Grand Prix,2023
PIA,32.0,1,Azerbaijan Grand Prix,2023
PIA,33.0,1,Azerbaijan Grand Prix,2023
PIA,34.0,1,Azerbaijan Grand Prix,2023
PIA,35.0,1,Azerbaijan Grand Prix,2023
PIA,36.0,1,Azerbaijan Grand Prix,2023
PIA,37.0,1,Azerbaijan Grand Prix,2023
PIA,38.0,1,Azerbaijan Grand Prix,2023
PIA,39.0,1,Azerbaijan Grand Prix,2023
PIA,40.0,1,Azerbaijan Grand Prix,2023
PIA,41.0,1,Azerbaijan Grand Prix,2023
PIA,42.0,1,Azerbaijan Grand Prix,2023
PIA,43.0,1,Azerbaijan Grand Prix,2023
PIA,44.0,1,Azerbaijan Grand Prix,2023
PIA,45.0,1,Azerbaijan Grand Prix,2023
PIA,46.0,1,Azerbaijan Grand Prix,2023
PIA,47.0,1,Azerbaijan Grand Prix,2023
PIA,48.0,12,Azerbaijan Grand Prix,2023
PIA,49.0,1,Azerbaijan Grand Prix,2023
PIA,50.0,1,Azerbaijan Grand Prix,2023
PIA,51.0,1,Azerbaijan Grand Prix,2023
VER,1.0,1,Miami Grand Prix,2023
VER,2.0,1,Miami Grand Prix,2023
VER,3.0,1,Miami Grand Prix,2023
VER,4.0,1,Miami Grand Prix,2023
VER,5.0,1,Miami Grand Prix,2023
VER,6.0,1,Miami Grand Prix,2023
VER,7.0,1,Miami Grand Prix,2023
VER,8.0,1,Miami Grand Prix,2023
VER,9.0,1,Miami Grand Prix,2023
VER,10.0,1,Miami Grand Prix,2023
VER,11.0,1,Miami Grand Prix,2023
VER,12.0,1,Miami Grand Prix,2023
VER,13.0,1,Miami Grand Prix,2023
VER,14.0,1,Miami Grand Prix,2023
VER,15.0,1,Miami Grand Prix,2023
VER,16.0,1,Miami Grand Prix,2023
VER,17.0,1,Miami Grand Prix,2023
VER,18.0,1,Miami Grand Prix,2023
VER,19.0,1,Miami Grand Prix,2023
VER,20.0,1,Miami Grand Prix,2023
VER,21.0,1,Miami Grand Prix,2023
VER,22.0,1,Miami Grand Prix,2023
VER,23.0,1,Miami Grand Prix,2023
VER,24.0,1,Miami Grand Prix,2023
VER,25.0,1,Miami Grand Prix,2023
VER,26.0,1,Miami Grand Prix,2023
VER,27.0,1,Miami Grand Prix,2023
VER,28.0,1,Miami Grand Prix,2023
VER,29.0,1,Miami Grand Prix,2023
VER,30.0,1,Miami Grand Prix,2023
VER,31.0,1,Miami Grand Prix,2023
VER,32.0,1,Miami Grand Prix,2023
VER,33.0,1,Miami Grand Prix,2023
VER,34.0,1,Miami Grand Prix,2023
VER,35.0,1,Miami Grand Prix,2023
VER,36.0,1,Miami Grand Prix,2023
VER,37.0,1,Miami Grand Prix,2023
VER,38.0,1,Miami Grand Prix,2023
VER,39.0,1,Miami Grand Prix,2023
VER,40.0,1,Miami Grand Prix,2023
VER,41.0,1,Miami Grand Prix,2023
VER,42.0,1,Miami Grand Prix,2023
VER,43.0,1,Miami Grand Prix,2023
VER,44.0,1,Miami Grand Prix,2023
VER,45.0,1,Miami Grand Prix,2023
VER,46.0,1,Miami Grand Prix,2023
VER,47.0,1,Miami Grand Prix,2023
VER,48.0,1,Miami Grand Prix,2023
VER,49.0,1,Miami Grand Prix,2023
VER,50.0,1,Miami Grand Prix,2023
VER,51.0,1,Miami Grand Prix,2023
VER,52.0,1,Miami Grand Prix,2023
VER,53.0,1,Miami Grand Prix,2023
VER,54.0,1,Miami Grand Prix,2023
VER,55.0,1,Miami Grand Prix,2023
VER,56.0,1,Miami Grand Prix,2023
VER,57.0,1,Miami Grand Prix,2023
PER,1.0,1,Miami Grand Prix,2023
PER,2.0,1,Miami Grand Prix,2023
PER,3.0,1,Miami Grand Prix,2023
PER,4.0,1,Miami Grand Prix,2023
PER,5.0,1,Miami Grand Prix,2023
PER,6.0,1,Miami Grand Prix,2023
PER,7.0,1,Miami Grand Prix,2023
PER,8.0,1,Miami Grand Prix,2023
PER,9.0,1,Miami Grand Prix,2023
PER,10.0,1,Miami Grand Prix,2023
PER,11.0,1,Miami Grand Prix,2023
PER,12.0,1,Miami Grand Prix,2023
PER,13.0,1,Miami Grand Prix,2023
PER,14.0,1,Miami Grand Prix,2023
PER,15.0,1,Miami Grand Prix,2023
PER,16.0,1,Miami Grand Prix,2023
PER,17.0,1,Miami Grand Prix,2023
PER,18.0,1,Miami Grand Prix,2023
PER,19.0,1,Miami Grand Prix,2023
PER,20.0,1,Miami Grand Prix,2023
PER,21.0,1,Miami Grand Prix,2023
PER,22.0,1,Miami Grand Prix,2023
PER,23.0,1,Miami Grand Prix,2023
PER,24.0,1,Miami Grand Prix,2023
PER,25.0,1,Miami Grand Prix,2023
PER,26.0,1,Miami Grand Prix,2023
PER,27.0,1,Miami Grand Prix,2023
PER,28.0,1,Miami Grand Prix,2023
PER,29.0,1,Miami Grand Prix,2023
PER,30.0,1,Miami Grand Prix,2023
PER,31.0,1,Miami Grand Prix,2023
PER,32.0,1,Miami Grand Prix,2023
PER,33.0,1,Miami Grand Prix,2023
PER,34.0,1,Miami Grand Prix,2023
PER,35.0,1,Miami Grand Prix,2023
PER,36.0,1,Miami Grand Prix,2023
PER,37.0,1,Miami Grand Prix,2023
PER,38.0,1,Miami Grand Prix,2023
PER,39.0,1,Miami Grand Prix,2023
PER,40.0,1,Miami Grand Prix,2023
PER,41.0,1,Miami Grand Prix,2023
PER,42.0,1,Miami Grand Prix,2023
PER,43.0,1,Miami Grand Prix,2023
PER,44.0,1,Miami Grand Prix,2023
PER,45.0,1,Miami Grand Prix,2023
PER,46.0,1,Miami Grand Prix,2023
PER,47.0,1,Miami Grand Prix,2023
PER,48.0,1,Miami Grand Prix,2023
PER,49.0,1,Miami Grand Prix,2023
PER,50.0,1,Miami Grand Prix,2023
PER,51.0,1,Miami Grand Prix,2023
PER,52.0,1,Miami Grand Prix,2023
PER,53.0,1,Miami Grand Prix,2023
PER,54.0,1,Miami Grand Prix,2023
PER,55.0,1,Miami Grand Prix,2023
PER,56.0,1,Miami Grand Prix,2023
PER,57.0,1,Miami Grand Prix,2023
ALO,1.0,1,Miami Grand Prix,2023
ALO,2.0,1,Miami Grand Prix,2023
ALO,3.0,1,Miami Grand Prix,2023
ALO,4.0,1,Miami Grand Prix,2023
ALO,5.0,1,Miami Grand Prix,2023
ALO,6.0,1,Miami Grand Prix,2023
ALO,7.0,1,Miami Grand Prix,2023
ALO,8.0,1,Miami Grand Prix,2023
ALO,9.0,1,Miami Grand Prix,2023
ALO,10.0,1,Miami Grand Prix,2023
ALO,11.0,1,Miami Grand Prix,2023
ALO,12.0,1,Miami Grand Prix,2023
ALO,13.0,1,Miami Grand Prix,2023
ALO,14.0,1,Miami Grand Prix,2023
ALO,15.0,1,Miami Grand Prix,2023
ALO,16.0,1,Miami Grand Prix,2023
ALO,17.0,1,Miami Grand Prix,2023
ALO,18.0,1,Miami Grand Prix,2023
ALO,19.0,1,Miami Grand Prix,2023
ALO,20.0,1,Miami Grand Prix,2023
ALO,21.0,1,Miami Grand Prix,2023
ALO,22.0,1,Miami Grand Prix,2023
ALO,23.0,1,Miami Grand Prix,2023
ALO,24.0,1,Miami Grand Prix,2023
ALO,25.0,1,Miami Grand Prix,2023
ALO,26.0,1,Miami Grand Prix,2023
ALO,27.0,1,Miami Grand Prix,2023
ALO,28.0,1,Miami Grand Prix,2023
ALO,29.0,1,Miami Grand Prix,2023
ALO,30.0,1,Miami Grand Prix,2023
ALO,31.0,1,Miami Grand Prix,2023
ALO,32.0,1,Miami Grand Prix,2023
ALO,33.0,1,Miami Grand Prix,2023
ALO,34.0,1,Miami Grand Prix,2023
ALO,35.0,1,Miami Grand Prix,2023
ALO,36.0,1,Miami Grand Prix,2023
ALO,37.0,1,Miami Grand Prix,2023
ALO,38.0,1,Miami Grand Prix,2023
ALO,39.0,1,Miami Grand Prix,2023
ALO,40.0,1,Miami Grand Prix,2023
ALO,41.0,1,Miami Grand Prix,2023
ALO,42.0,1,Miami Grand Prix,2023
ALO,43.0,1,Miami Grand Prix,2023
ALO,44.0,1,Miami Grand Prix,2023
ALO,45.0,1,Miami Grand Prix,2023
ALO,46.0,1,Miami Grand Prix,2023
ALO,47.0,1,Miami Grand Prix,2023
ALO,48.0,1,Miami Grand Prix,2023
ALO,49.0,1,Miami Grand Prix,2023
ALO,50.0,1,Miami Grand Prix,2023
ALO,51.0,1,Miami Grand Prix,2023
ALO,52.0,1,Miami Grand Prix,2023
ALO,53.0,1,Miami Grand Prix,2023
ALO,54.0,1,Miami Grand Prix,2023
ALO,55.0,1,Miami Grand Prix,2023
ALO,56.0,1,Miami Grand Prix,2023
ALO,57.0,1,Miami Grand Prix,2023
RUS,1.0,1,Miami Grand Prix,2023
RUS,2.0,1,Miami Grand Prix,2023
RUS,3.0,1,Miami Grand Prix,2023
RUS,4.0,1,Miami Grand Prix,2023
RUS,5.0,1,Miami Grand Prix,2023
RUS,6.0,1,Miami Grand Prix,2023
RUS,7.0,1,Miami Grand Prix,2023
RUS,8.0,1,Miami Grand Prix,2023
RUS,9.0,1,Miami Grand Prix,2023
RUS,10.0,1,Miami Grand Prix,2023
RUS,11.0,1,Miami Grand Prix,2023
RUS,12.0,1,Miami Grand Prix,2023
RUS,13.0,1,Miami Grand Prix,2023
RUS,14.0,1,Miami Grand Prix,2023
RUS,15.0,1,Miami Grand Prix,2023
RUS,16.0,1,Miami Grand Prix,2023
RUS,17.0,1,Miami Grand Prix,2023
RUS,18.0,1,Miami Grand Prix,2023
RUS,19.0,1,Miami Grand Prix,2023
RUS,20.0,1,Miami Grand Prix,2023
RUS,21.0,1,Miami Grand Prix,2023
RUS,22.0,1,Miami Grand Prix,2023
RUS,23.0,1,Miami Grand Prix,2023
RUS,24.0,1,Miami Grand Prix,2023
RUS,25.0,1,Miami Grand Prix,2023
RUS,26.0,1,Miami Grand Prix,2023
RUS,27.0,1,Miami Grand Prix,2023
RUS,28.0,1,Miami Grand Prix,2023
RUS,29.0,1,Miami Grand Prix,2023
RUS,30.0,1,Miami Grand Prix,2023
RUS,31.0,1,Miami Grand Prix,2023
RUS,32.0,1,Miami Grand Prix,2023
RUS,33.0,1,Miami Grand Prix,2023
RUS,34.0,1,Miami Grand Prix,2023
RUS,35.0,1,Miami Grand Prix,2023
RUS,36.0,1,Miami Grand Prix,2023
RUS,37.0,1,Miami Grand Prix,2023
RUS,38.0,1,Miami Grand Prix,2023
RUS,39.0,1,Miami Grand Prix,2023
RUS,40.0,1,Miami Grand Prix,2023
RUS,41.0,1,Miami Grand Prix,2023
RUS,42.0,1,Miami Grand Prix,2023
RUS,43.0,1,Miami Grand Prix,2023
RUS,44.0,1,Miami Grand Prix,2023
RUS,45.0,1,Miami Grand Prix,2023
RUS,46.0,1,Miami Grand Prix,2023
RUS,47.0,1,Miami Grand Prix,2023
RUS,48.0,1,Miami Grand Prix,2023
RUS,49.0,1,Miami Grand Prix,2023
RUS,50.0,1,Miami Grand Prix,2023
RUS,51.0,1,Miami Grand Prix,2023
RUS,52.0,1,Miami Grand Prix,2023
RUS,53.0,1,Miami Grand Prix,2023
RUS,54.0,1,Miami Grand Prix,2023
RUS,55.0,1,Miami Grand Prix,2023
RUS,56.0,1,Miami Grand Prix,2023
RUS,57.0,1,Miami Grand Prix,2023
SAI,1.0,1,Miami Grand Prix,2023
SAI,2.0,1,Miami Grand Prix,2023
SAI,3.0,1,Miami Grand Prix,2023
SAI,4.0,1,Miami Grand Prix,2023
SAI,5.0,1,Miami Grand Prix,2023
SAI,6.0,1,Miami Grand Prix,2023
SAI,7.0,1,Miami Grand Prix,2023
SAI,8.0,1,Miami Grand Prix,2023
SAI,9.0,1,Miami Grand Prix,2023
SAI,10.0,1,Miami Grand Prix,2023
SAI,11.0,1,Miami Grand Prix,2023
SAI,12.0,1,Miami Grand Prix,2023
SAI,13.0,1,Miami Grand Prix,2023
SAI,14.0,1,Miami Grand Prix,2023
SAI,15.0,1,Miami Grand Prix,2023
SAI,16.0,1,Miami Grand Prix,2023
SAI,17.0,1,Miami Grand Prix,2023
SAI,18.0,1,Miami Grand Prix,2023
SAI,19.0,1,Miami Grand Prix,2023
SAI,20.0,1,Miami Grand Prix,2023
