Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,RoundNumber,GP,Session,Date
0 days 02:42:43.958000,HUL,27,96.151,43,4.0,,,35.013,42.698,18.44,0 days 02:41:42.894000,0 days 02:42:25.592000,0 days 02:42:44.032000,280.0,307.0,261.0,307.0,False,HARD,10,1,Haas F1 Team,0 days 02:41:07.807000,42:09.4,1,14.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 02:44:20.727000,HUL,27,96.769,44,4.0,,,35.339,43.048,18.382,0 days 02:43:19.371000,0 days 02:44:02.419000,0 days 02:44:20.801000,280.0,306.0,260.0,306.0,False,HARD,11,1,Haas F1 Team,0 days 02:42:43.958000,43:45.6,1,14.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 02:45:57.535000,HUL,27,96.808,45,4.0,,,35.284,42.978,18.546,0 days 02:44:56.085000,0 days 02:45:39.063000,0 days 02:45:57.609000,281.0,307.0,267.0,309.0,False,HARD,12,1,Haas F1 Team,0 days 02:44:20.727000,45:22.4,1,14.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 02:47:35.704000,HUL,27,98.169,46,4.0,,,34.723,42.926,20.52,0 days 02:46:32.332000,0 days 02:47:15.258000,0 days 02:47:35.778000,278.0,309.0,264.0,261.0,False,HARD,13,1,Haas F1 Team,0 days 02:45:57.535000,46:59.2,1,13.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 02:49:12.531000,HUL,27,96.827,47,4.0,,,35.2,43.204,18.423,0 days 02:48:10.978000,0 days 02:48:54.182000,0 days 02:49:12.605000,278.0,307.0,266.0,308.0,False,HARD,14,1,Haas F1 Team,0 days 02:47:35.704000,48:37.3,1,13.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 02:50:48.264000,HUL,27,95.733,48,4.0,,,34.465,42.811,18.457,0 days 02:49:47.070000,0 days 02:50:29.881000,0 days 02:50:48.338000,277.0,305.0,261.0,301.0,False,HARD,15,1,Haas F1 Team,0 days 02:49:12.531000,50:14.2,1,12.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 02:52:24.499000,HUL,27,96.235,49,4.0,,,34.93,42.847,18.458,0 days 02:51:23.268000,0 days 02:52:06.115000,0 days 02:52:24.573000,278.0,306.0,261.0,303.0,False,HARD,16,1,Haas F1 Team,0 days 02:50:48.264000,51:49.9,1,12.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 02:54:00.217000,HUL,27,95.718,50,4.0,,,34.8,42.584,18.334,0 days 02:52:59.373000,0 days 02:53:41.957000,0 days 02:54:00.291000,282.0,307.0,265.0,309.0,False,HARD,17,1,Haas F1 Team,0 days 02:52:24.499000,53:26.1,1,12.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 02:55:36.070000,HUL,27,95.853,51,4.0,,,34.661,42.672,18.52,0 days 02:54:34.952000,0 days 02:55:17.624000,0 days 02:55:36.144000,281.0,309.0,265.0,309.0,False,HARD,18,1,Haas F1 Team,0 days 02:54:00.217000,55:01.9,1,12.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 02:57:11.395000,HUL,27,95.325,52,4.0,,,34.325,42.593,18.407,0 days 02:56:10.469000,0 days 02:56:53.062000,0 days 02:57:11.469000,277.0,304.0,259.0,305.0,True,HARD,19,1,Haas F1 Team,0 days 02:55:36.070000,56:37.7,1,11.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 01:38:03.024000,STR,18,99.528,4,2.0,,,36.379,44.265,18.884,0 days 01:36:59.932000,0 days 01:37:44.197000,0 days 01:38:03.081000,276.0,299.0,257.0,302.0,True,SOFT,3,1,Aston Martin,0 days 01:36:23.496000,37:25.1,1,13.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 01:39:42.576000,STR,18,99.552,5,2.0,,,36.195,44.172,19.185,0 days 01:38:39.276000,0 days 01:39:23.448000,0 days 01:39:42.633000,275.0,301.0,260.0,303.0,False,SOFT,4,1,Aston Martin,0 days 01:38:03.024000,39:04.7,1,13.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 01:41:21.322000,STR,18,98.746,6,2.0,,,35.622,44.199,18.925,0 days 01:40:18.255000,0 days 01:41:02.454000,0 days 01:41:21.379000,268.0,297.0,252.0,292.0,True,SOFT,5,1,Aston Martin,0 days 01:39:42.576000,40:44.2,1,11.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 01:42:59.946000,STR,18,98.624,7,2.0,,,35.863,43.832,18.929,0 days 01:41:57.242000,0 days 01:42:41.074000,0 days 01:43:00.003000,271.0,296.0,252.0,293.0,True,SOFT,6,1,Aston Martin,0 days 01:41:21.322000,42:23.0,1,11.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 01:44:38.556000,STR,18,98.61,8,2.0,,,35.783,43.867,18.96,0 days 01:43:35.786000,0 days 01:44:19.653000,0 days 01:44:38.613000,271.0,294.0,251.0,294.0,True,SOFT,7,1,Aston Martin,0 days 01:42:59.946000,44:01.6,1,10.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 01:46:17.437000,STR,18,98.881,9,2.0,,,35.977,43.935,18.969,0 days 01:45:14.590000,0 days 01:45:58.525000,0 days 01:46:17.494000,272.0,293.0,251.0,293.0,False,SOFT,8,1,Aston Martin,0 days 01:44:38.556000,45:40.2,1,10.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 01:47:56.489000,STR,18,99.052,10,2.0,,,36.006,44.041,19.005,0 days 01:46:53.500000,0 days 01:47:37.541000,0 days 01:47:56.546000,271.0,294.0,251.0,293.0,False,SOFT,9,1,Aston Martin,0 days 01:46:17.437000,47:19.1,1,10.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 01:49:35.592000,STR,18,99.103,11,2.0,,,35.978,44.125,19.0,0 days 01:48:32.524000,0 days 01:49:16.649000,0 days 01:49:35.649000,273.0,293.0,252.0,293.0,False,SOFT,10,1,Aston Martin,0 days 01:47:56.489000,48:58.1,1,10.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 01:54:51.386000,STR,18,97.935,14,3.0,,,35.636,43.593,18.706,0 days 01:53:49.144000,0 days 01:54:32.737000,0 days 01:54:51.443000,276.0,297.0,261.0,300.0,True,MEDIUM,2,1,Aston Martin,0 days 01:53:13.451000,54:15.1,1,16.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 01:56:29.511000,STR,18,98.125,15,3.0,,,35.618,43.481,19.026,0 days 01:55:27.061000,0 days 01:56:10.542000,0 days 01:56:29.568000,268.0,297.0,253.0,290.0,False,MEDIUM,3,1,Aston Martin,0 days 01:54:51.386000,55:53.0,1,15.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 01:58:08.785000,STR,18,99.274,16,3.0,,,35.918,44.065,19.291,0 days 01:57:05.486000,0 days 01:57:49.551000,0 days 01:58:08.842000,272.0,301.0,259.0,297.0,False,MEDIUM,4,1,Aston Martin,0 days 01:56:29.511000,57:31.1,1,15.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 01:59:46.842000,STR,18,98.057,17,3.0,,,35.629,43.589,18.839,0 days 01:58:44.471000,0 days 01:59:28.060000,0 days 01:59:46.899000,271.0,299.0,259.0,297.0,False,MEDIUM,5,1,Aston Martin,0 days 01:58:08.785000,59:10.4,1,14.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 02:01:25.685000,STR,18,98.843,18,3.0,,,35.501,44.208,19.134,0 days 02:00:22.400000,0 days 02:01:06.608000,0 days 02:01:25.742000,278.0,303.0,259.0,303.0,False,MEDIUM,6,1,Aston Martin,0 days 01:59:46.842000,00:48.5,1,14.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 02:03:05.442000,STR,18,99.757,19,3.0,,,36.33,44.379,19.048,0 days 02:02:02.072000,0 days 02:02:46.451000,0 days 02:03:05.499000,275.0,299.0,259.0,300.0,False,MEDIUM,7,1,Aston Martin,0 days 02:01:25.685000,02:27.3,1,14.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 02:04:44.690000,STR,18,99.248,20,3.0,,,35.822,44.46,18.966,0 days 02:03:41.321000,0 days 02:04:25.781000,0 days 02:04:44.747000,275.0,299.0,259.0,299.0,False,MEDIUM,8,1,Aston Martin,0 days 02:03:05.442000,04:07.1,1,14.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 02:06:24.242000,STR,18,99.552,21,3.0,,,35.859,44.731,18.962,0 days 02:05:20.606000,0 days 02:06:05.337000,0 days 02:06:24.299000,275.0,297.0,260.0,296.0,False,MEDIUM,9,1,Aston Martin,0 days 02:04:44.690000,05:46.3,1,14.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 02:11:40.074000,STR,18,96.761,24,4.0,,,34.994,43.084,18.683,0 days 02:10:38.364000,0 days 02:11:21.448000,0 days 02:11:40.131000,275.0,298.0,262.0,296.0,True,HARD,2,1,Aston Martin,0 days 02:10:03.313000,11:04.9,1,12.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 02:13:17.069000,STR,18,96.995,25,4.0,,,35.236,43.139,18.62,0 days 02:12:15.367000,0 days 02:12:58.506000,0 days 02:13:17.126000,271.0,298.0,260.0,297.0,False,HARD,3,1,Aston Martin,0 days 02:11:40.074000,12:41.7,1,12.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 02:14:54.376000,STR,18,97.307,26,4.0,,,35.367,43.151,18.789,0 days 02:13:52.493000,0 days 02:14:35.644000,0 days 02:14:54.433000,273.0,297.0,259.0,292.0,False,HARD,4,1,Aston Martin,0 days 02:13:17.069000,14:18.7,1,12.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 02:16:31.620000,STR,18,97.244,27,4.0,,,35.314,43.16,18.77,0 days 02:15:29.747000,0 days 02:16:12.907000,0 days 02:16:31.677000,273.0,299.0,259.0,293.0,False,HARD,5,1,Aston Martin,0 days 02:14:54.376000,15:56.0,1,12.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 02:18:08.708000,STR,18,97.088,28,4.0,,,35.185,43.164,18.739,0 days 02:17:06.862000,0 days 02:17:50.026000,0 days 02:18:08.765000,275.0,298.0,259.0,297.0,False,HARD,6,1,Aston Martin,0 days 02:16:31.620000,17:33.3,1,12.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 02:19:46.341000,STR,18,97.633,29,4.0,,,35.486,43.386,18.761,0 days 02:18:44.251000,0 days 02:19:27.637000,0 days 02:19:46.398000,275.0,297.0,255.0,295.0,False,HARD,7,1,Aston Martin,0 days 02:18:08.708000,19:10.3,1,12.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 02:21:23.702000,STR,18,97.361,30,4.0,,,35.342,43.331,18.688,0 days 02:20:21.740000,0 days 02:21:05.071000,0 days 02:21:23.759000,280.0,297.0,260.0,297.0,False,HARD,8,1,Aston Martin,0 days 02:19:46.341000,20:48.0,1,12.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 02:23:01.431000,STR,18,97.729,31,4.0,,,35.408,43.47,18.851,0 days 02:21:59.167000,0 days 02:22:42.637000,0 days 02:23:01.488000,267.0,298.0,260.0,299.0,False,HARD,9,1,Aston Martin,0 days 02:21:23.702000,22:25.3,1,12.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 02:24:39.633000,STR,18,98.202,32,4.0,,,35.605,43.586,19.011,0 days 02:23:37.093000,0 days 02:24:20.679000,0 days 02:24:39.690000,278.0,300.0,262.0,301.0,False,HARD,10,1,Aston Martin,0 days 02:23:01.431000,24:03.1,1,12.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 02:26:19.242000,STR,18,99.609,33,4.0,,,36.585,44.11,18.914,0 days 02:25:16.275000,0 days 02:26:00.385000,0 days 02:26:19.299000,272.0,296.0,256.0,291.0,False,HARD,11,1,Aston Martin,0 days 02:24:39.633000,25:41.3,1,11.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 02:31:28.493000,STR,18,95.973,36,5.0,,,34.832,42.673,18.468,0 days 02:30:27.409000,0 days 02:31:10.082000,0 days 02:31:28.550000,274.0,296.0,257.0,293.0,True,SOFT,2,1,Aston Martin,0 days 02:29:52.520000,30:54.2,1,13.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 02:33:04.777000,STR,18,96.284,37,5.0,,,34.782,42.762,18.74,0 days 02:32:03.332000,0 days 02:32:46.094000,0 days 02:33:04.834000,278.0,297.0,256.0,294.0,False,SOFT,3,1,Aston Martin,0 days 02:31:28.493000,32:30.1,1,13.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 02:34:41.133000,STR,18,96.356,38,5.0,,,34.904,42.838,18.614,0 days 02:33:39.738000,0 days 02:34:22.576000,0 days 02:34:41.190000,276.0,297.0,255.0,293.0,False,SOFT,4,1,Aston Martin,0 days 02:33:04.777000,34:06.4,1,13.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 02:36:17.747000,STR,18,96.614,39,5.0,,,35.212,42.743,18.659,0 days 02:35:16.402000,0 days 02:35:59.145000,0 days 02:36:17.804000,276.0,297.0,256.0,294.0,False,SOFT,5,1,Aston Martin,0 days 02:34:41.133000,35:42.8,1,13.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 02:37:53.591000,STR,18,95.844,40,5.0,,,34.592,42.607,18.645,0 days 02:36:52.396000,0 days 02:37:35.003000,0 days 02:37:53.648000,277.0,297.0,256.0,295.0,True,SOFT,6,1,Aston Martin,0 days 02:36:17.747000,37:19.4,1,13.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 02:41:05.945000,STR,18,96.556,42,5.0,,,34.711,43.19,18.655,0 days 02:40:04.157000,0 days 02:40:47.347000,0 days 02:41:06.002000,276.0,298.0,256.0,296.0,False,SOFT,8,1,Aston Martin,0 days 02:39:29.389000,40:31.0,1,13.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 02:42:42.448000,STR,18,96.503,43,5.0,,,34.749,43.089,18.665,0 days 02:41:40.751000,0 days 02:42:23.840000,0 days 02:42:42.505000,278.0,299.0,256.0,298.0,False,SOFT,9,1,Aston Martin,0 days 02:41:05.945000,42:07.6,1,13.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 02:44:18.933000,STR,18,96.485,44,5.0,,,34.701,43.105,18.679,0 days 02:43:17.206000,0 days 02:44:00.311000,0 days 02:44:18.990000,278.0,299.0,261.0,300.0,False,SOFT,10,1,Aston Martin,0 days 02:42:42.448000,43:44.1,1,13.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 02:45:55.739000,STR,18,96.806,45,5.0,,,34.907,43.277,18.622,0 days 02:44:53.897000,0 days 02:45:37.174000,0 days 02:45:55.796000,276.0,293.0,264.0,297.0,False,SOFT,11,1,Aston Martin,0 days 02:44:18.933000,45:20.6,1,12.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 02:47:32.089000,STR,18,96.35,46,5.0,,,34.609,42.99,18.751,0 days 02:46:30.405000,0 days 02:47:13.395000,0 days 02:47:32.146000,274.0,295.0,255.0,291.0,False,SOFT,12,1,Aston Martin,0 days 02:45:55.739000,46:57.4,1,11.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 02:49:08.793000,STR,18,96.704,47,5.0,,,34.8,43.109,18.795,0 days 02:48:06.946000,0 days 02:48:50.055000,0 days 02:49:08.850000,278.0,294.0,255.0,294.0,False,SOFT,13,1,Aston Martin,0 days 02:47:32.089000,48:33.7,1,11.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 02:50:46.826000,STR,18,98.033,48,5.0,,,34.619,43.068,20.346,0 days 02:49:43.469000,0 days 02:50:26.537000,0 days 02:50:46.883000,277.0,295.0,256.0,219.0,False,SOFT,14,1,Aston Martin,0 days 02:49:08.793000,50:10.4,1,11.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 02:52:23.207000,STR,18,96.381,49,5.0,,,34.751,42.969,18.661,0 days 02:51:21.634000,0 days 02:52:04.603000,0 days 02:52:23.264000,277.0,296.0,256.0,294.0,False,SOFT,15,1,Aston Martin,0 days 02:50:46.826000,51:48.5,1,11.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 02:53:59.372000,STR,18,96.165,50,5.0,,,34.462,43.069,18.634,0 days 02:52:57.726000,0 days 02:53:40.795000,0 days 02:53:59.429000,279.0,297.0,257.0,296.0,False,SOFT,16,1,Aston Martin,0 days 02:52:23.207000,53:24.8,1,11.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 02:55:35.642000,STR,18,96.27,51,5.0,,,34.492,42.926,18.852,0 days 02:54:33.921000,0 days 02:55:16.847000,0 days 02:55:35.699000,279.0,297.0,257.0,295.0,False,SOFT,17,1,Aston Martin,0 days 02:53:59.372000,55:01.0,1,11.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 02:57:15.460000,STR,18,99.818,52,5.0,,,35.758,43.278,20.782,0 days 02:56:11.457000,0 days 02:56:54.735000,0 days 02:57:15.517000,280.0,299.0,239.0,257.0,False,SOFT,18,1,Aston Martin,0 days 02:55:35.642000,56:37.3,1,12.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 01:36:24.390000,MAG,20,132.996,3,2.0,,,68.747,45.117,19.132,0 days 01:35:20.188000,0 days 01:36:05.305000,0 days 01:36:24.437000,278.0,303.0,258.0,301.0,True,MEDIUM,2,1,Haas F1 Team,0 days 01:34:11.394000,35:13.0,1,15.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 01:38:04.493000,MAG,20,100.103,4,2.0,,,36.735,44.554,18.814,0 days 01:37:01.172000,0 days 01:37:45.726000,0 days 01:38:04.540000,273.0,303.0,260.0,307.0,True,MEDIUM,3,1,Haas F1 Team,0 days 01:36:24.390000,37:26.0,1,15.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 01:39:43.885000,MAG,20,99.392,5,2.0,,,36.288,44.278,18.826,0 days 01:38:40.828000,0 days 01:39:25.106000,0 days 01:39:43.932000,272.0,305.0,259.0,306.0,True,MEDIUM,4,1,Haas F1 Team,0 days 01:38:04.493000,39:06.1,1,15.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 01:41:23.911000,MAG,20,100.026,6,2.0,,,36.586,44.603,18.837,0 days 01:40:20.518000,0 days 01:41:05.121000,0 days 01:41:23.958000,272.0,304.0,261.0,305.0,False,MEDIUM,5,1,Haas F1 Team,0 days 01:39:43.885000,40:45.5,1,15.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 01:43:04.268000,MAG,20,100.357,7,2.0,,,36.824,44.474,19.059,0 days 01:42:00.782000,0 days 01:42:45.256000,0 days 01:43:04.315000,270.0,305.0,259.0,305.0,False,MEDIUM,6,1,Haas F1 Team,0 days 01:41:23.911000,42:25.5,1,14.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 01:44:43.869000,MAG,20,99.601,8,2.0,,,36.395,44.266,18.94,0 days 01:43:40.710000,0 days 01:44:24.976000,0 days 01:44:43.916000,269.0,301.0,254.0,300.0,False,MEDIUM,7,1,Haas F1 Team,0 days 01:43:04.268000,44:05.9,1,12.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 01:46:24.120000,MAG,20,100.251,9,2.0,,,36.807,44.4,19.044,0 days 01:45:20.723000,0 days 01:46:05.123000,0 days 01:46:24.167000,270.0,300.0,253.0,297.0,False,MEDIUM,8,1,Haas F1 Team,0 days 01:44:43.869000,45:45.5,1,12.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 01:48:04.297000,MAG,20,100.177,10,2.0,,,36.841,44.388,18.948,0 days 01:47:01.008000,0 days 01:47:45.396000,0 days 01:48:04.344000,272.0,301.0,254.0,301.0,False,MEDIUM,9,1,Haas F1 Team,0 days 01:46:24.120000,47:25.8,1,12.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 01:49:44.197000,MAG,20,99.9,11,2.0,,,36.701,44.257,18.942,0 days 01:48:41.045000,0 days 01:49:25.302000,0 days 01:49:44.244000,276.0,300.0,258.0,302.0,False,MEDIUM,10,1,Haas F1 Team,0 days 01:48:04.297000,49:05.9,1,12.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 01:51:24.457000,MAG,20,100.26,12,2.0,,,36.607,44.569,19.084,0 days 01:50:20.851000,0 days 01:51:05.420000,0 days 01:51:24.504000,273.0,301.0,260.0,302.0,False,MEDIUM,11,1,Haas F1 Team,0 days 01:49:44.197000,50:45.8,1,12.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 01:53:03.724000,MAG,20,99.267,13,2.0,,,36.061,44.27,18.936,0 days 01:52:00.565000,0 days 01:52:44.835000,0 days 01:53:03.771000,271.0,297.0,254.0,292.0,True,MEDIUM,12,1,Haas F1 Team,0 days 01:51:24.457000,52:26.1,1,9.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 01:54:44.510000,MAG,20,100.786,14,2.0,,,36.9,44.91,18.976,0 days 01:53:40.671000,0 days 01:54:25.581000,0 days 01:54:44.557000,271.0,300.0,257.0,298.0,False,MEDIUM,13,1,Haas F1 Team,0 days 01:53:03.724000,54:05.4,1,10.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 01:56:23.883000,MAG,20,99.373,15,2.0,,,36.273,44.29,18.81,0 days 01:55:20.830000,0 days 01:56:05.120000,0 days 01:56:23.930000,279.0,301.0,254.0,301.0,False,MEDIUM,14,1,Haas F1 Team,0 days 01:54:44.510000,55:46.1,1,10.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 01:58:03.697000,MAG,20,99.814,16,2.0,,,36.699,44.257,18.858,0 days 01:57:00.629000,0 days 01:57:44.886000,0 days 01:58:03.744000,273.0,299.0,254.0,298.0,False,MEDIUM,15,1,Haas F1 Team,0 days 01:56:23.883000,57:25.5,1,10.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 01:59:43.425000,MAG,20,99.728,17,2.0,,,36.516,44.338,18.874,0 days 01:58:40.260000,0 days 01:59:24.598000,0 days 01:59:43.472000,274.0,299.0,253.0,299.0,False,MEDIUM,16,1,Haas F1 Team,0 days 01:58:03.697000,59:05.3,1,10.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 02:01:23.090000,MAG,20,99.665,18,2.0,,,36.424,44.343,18.898,0 days 02:00:19.896000,0 days 02:01:04.239000,0 days 02:01:23.137000,275.0,300.0,253.0,299.0,False,MEDIUM,17,1,Haas F1 Team,0 days 01:59:43.425000,00:45.1,1,10.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 02:03:02.628000,MAG,20,99.538,19,2.0,,,36.438,44.295,18.805,0 days 02:01:59.575000,0 days 02:02:43.870000,0 days 02:03:02.675000,274.0,300.0,254.0,298.0,False,MEDIUM,18,1,Haas F1 Team,0 days 02:01:23.090000,02:24.7,1,10.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 02:04:41.890000,MAG,20,99.262,20,2.0,,,36.242,44.247,18.773,0 days 02:03:38.917000,0 days 02:04:23.164000,0 days 02:04:41.937000,275.0,299.0,254.0,299.0,True,MEDIUM,19,1,Haas F1 Team,0 days 02:03:02.628000,04:04.3,1,10.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 02:06:21.435000,MAG,20,99.545,21,2.0,,,36.376,44.316,18.853,0 days 02:05:18.313000,0 days 02:06:02.629000,0 days 02:06:21.482000,274.0,299.0,255.0,298.0,False,MEDIUM,20,1,Haas F1 Team,0 days 02:04:41.890000,05:43.5,1,10.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 02:11:41.829000,MAG,20,96.654,24,3.0,,,35.152,43.007,18.495,0 days 02:10:40.374000,0 days 02:11:23.381000,0 days 02:11:41.876000,277.0,301.0,258.0,301.0,True,HARD,2,1,Haas F1 Team,0 days 02:10:05.175000,11:06.8,1,13.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 02:13:18.862000,MAG,20,97.033,25,3.0,,,35.287,43.19,18.556,0 days 02:12:17.163000,0 days 02:13:00.353000,0 days 02:13:18.909000,274.0,303.0,257.0,297.0,False,HARD,3,1,Haas F1 Team,0 days 02:11:41.829000,12:43.5,1,13.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 02:14:56.007000,MAG,20,97.145,26,3.0,,,35.497,43.233,18.415,0 days 02:13:54.406000,0 days 02:14:37.639000,0 days 02:14:56.054000,279.0,303.0,258.0,304.0,False,HARD,4,1,Haas F1 Team,0 days 02:13:18.862000,14:20.5,1,13.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 02:16:33.402000,MAG,20,97.395,27,3.0,,,35.533,43.286,18.576,0 days 02:15:31.587000,0 days 02:16:14.873000,0 days 02:16:33.449000,276.0,305.0,257.0,302.0,False,HARD,5,1,Haas F1 Team,0 days 02:14:56.007000,15:57.6,1,13.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 02:18:10.906000,MAG,20,97.504,28,3.0,,,35.641,43.356,18.507,0 days 02:17:09.090000,0 days 02:17:52.446000,0 days 02:18:10.953000,276.0,302.0,257.0,303.0,False,HARD,6,1,Haas F1 Team,0 days 02:16:33.402000,17:35.0,1,13.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 02:19:48.794000,MAG,20,97.888,29,3.0,,,35.705,43.571,18.612,0 days 02:18:46.658000,0 days 02:19:30.229000,0 days 02:19:48.841000,277.0,302.0,257.0,303.0,False,HARD,7,1,Haas F1 Team,0 days 02:18:10.906000,19:12.5,1,13.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 02:21:26.808000,MAG,20,98.014,30,3.0,,,35.748,43.633,18.633,0 days 02:20:24.589000,0 days 02:21:08.222000,0 days 02:21:26.855000,276.0,302.0,257.0,302.0,False,HARD,8,1,Haas F1 Team,0 days 02:19:48.794000,20:50.4,1,13.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 02:23:05.306000,MAG,20,98.498,31,3.0,,,35.9,43.781,18.817,0 days 02:22:02.755000,0 days 02:22:46.536000,0 days 02:23:05.353000,273.0,302.0,258.0,302.0,False,HARD,9,1,Haas F1 Team,0 days 02:21:26.808000,22:28.4,1,13.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
0 days 02:24:43.963000,MAG,20,98.657,32,3.0,,,36.033,43.776,18.848,0 days 02:23:41.386000,0 days 02:24:25.162000,0 days 02:24:44.010000,274.0,300.0,257.0,299.0,False,HARD,10,1,Haas F1 Team,0 days 02:23:05.306000,24:06.9,1,13.0,False,,False,True,4,Japanese Grand Prix,R,07-04-2024
